TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
Vintage.qql.Sapatilha,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,43,0.3,2,39,110,55546,1749051114096,1.0,1111111111111111111111111111111111111111111111111111111111111,1.0,1111111111111111111111111111111111111111,1.0,1,0,0,1,1,0.9821428571428571,1111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111101111111111111111,0.9423076923076923,1111111111111111111111111111111110111111111111111010,1.0,111111111111111111,1.0,111111111111111111,1.0,1111111111111111111111111111111111111111
