TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.example.PlanoTreino,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,98,0.3,2,47,248,137477,1749036601451,0.9933774834437086,1111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9397590361445783,11111111111111111111111110111110110111111110110111111111111111111111111111111111111,1.0,111111111111,0,0,12,4,0.9236641221374046,1111111111111111111111110011111111111010110011111111111111111111110101100111100000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111101111111111111111111111111111111111111111111,0.5476190476190477,010010001101111101101101100100100111110010,1.0,111111111111111111111111111,1.0,111111111111111111111111111,0.9397590361445783,11111111111111111111111111011110110111111011110111111111111111111111111111111111111
