TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.example.GestorDesportivo,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,144,0.3,2,88,327,177710,1749036420489,0.8475336322869955,1111111111111111111110111101011110110111111111101101111111111111110001110000111000110001111111111000111111111111111111111100111100011111111111111111111111111111111111111000011111111111111111111111111111111111110110111111111,0.8672566371681416,11111111111111111111111111111111111001010001111111111111111111110111110111111111011100000111111111111111111111110,1.0,111111111111111111111111111,0,0,22,3,0.8531553398058253,01101111111111111101111111111111101111111111111111111110000000100000011000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111110111111111111011111111111101111111011111010011111111111111111111111111111011111111111111111111111110110000000000111111111111111111111111111111111111111111111110011100111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101100000000000000111111111111111111111111111111111111111111111111111111111111111111111101100000000000000011111111111111111111111111111111111111111111111111011101111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111011111011111101000000000000000000000000000000000000,0.33620689655172414,01001001001001001000100000000111011000110110010010010010001001001001000001100001001001001001001001001001001010010010,1.0,1111111111111111111111111111111111111111111,0.7209302325581395,1110010101110010111110011101111111111100111,0.8672566371681416,11111111111111111111111111111111111000110001111111111111111111101111101111111110111010000111111111111111111111110
